REFCODE,molecule,pore_diam_opt,no_windows,classification
BALHIG,7,2.670815720495464,2,
BALLEF,0,3.1100053943866697,2,
BALLEF,1,3.1098552978476266,2,
BAMXUI,0,0.9327256574372264,2,
BAMXUI,1,0.9327256574372264,2,
BAMXUI,2,0.9327256574372264,2,
BAMXUI,3,0.9327256574372264,2,
BAMXUI,4,0.9327256574372264,2,
BAMXUI,5,0.9327256574372264,2,
BAMXUI,6,0.9327256574372264,2,
BAMXUI,7,0.9327256574372264,2,
BAMYOD,0,0.2792625363230803,2,
BAMYOD,1,0.2799013268694521,2,
BAMYOD,2,0.269307492491357,2,
BAMYOD,3,0.24638144754689906,2,
BAMZIA,0,3.8401362175060334,3,
BAMZIA,1,3.591165480331845,3,
BAMZOG,0,4.4456189273214255,3,
BAMZOG,1,4.138180638661233,3,
BAMZOG,12,4.137829825458075,3,
BAMZOG,13,4.443091114003567,3,
BANGUS,8,6.1068751345062875,2,
BANGUS,9,6.125946797763604,2,
BANGUS,16,6.243462969636128,2,
BANGUS,17,6.177075858774704,2,
BAQGAB,0,2.2518655796347926,2,
BAQGEF,0,4.705296215903697,2,
BAQGEF,1,4.1543356127556414,2,
BAQGIJ,0,1.7308904010253454,2,
BARLUB01,0,1.4583180528194748,2,
BARLUB01,1,1.4591250327636218,2,
BARLUB01,2,1.4583309067878558,2,
BARLUB01,3,1.419321435346602,2,
BARZAX,0,1.2595010193053793,2,
BARZAX,1,1.6949995845402699,2,
BARZAX,2,1.7006248049900283,2,
BARZAX,3,1.6975907358930835,2,
BATGUY10,0,1.4417451469637084,3,
BATGUY10,1,1.4426919252174577,3,
BATRUJ01,0,0.4432417939899791,2,
BATRUJ01,1,0.4434193285258057,2,
BATRUJ01,2,0.4432417939899791,2,
BATRUJ01,5,0.4980012020210829,2,
BATRUJ01,6,0.4980012020210829,2,
BATRUJ01,11,0.5543594355391201,2,
BEDBET,0,0.5364351134279102,2,
BEDDUL,0,0.2810357125038729,2,
BEDDUL,1,0.27642184628162525,2,
BEFDIA,0,5.627480758713634,2,
BEFDIA,1,5.626153871897625,2,
BEFDIA,10,5.621987270687345,2,
BEFDIA,11,5.627360930145079,2,
BEFDOG,0,5.982507958712379,2,
BEFDOG,1,5.980745665104653,2,
BEFDOG,4,5.983034775710678,2,
BEFDOG,5,6.811120197047889,2,
BEFDUM,0,5.686742454013497,2,
BEFDUM,1,6.341901570390777,2,
BEFDUM,9,5.687109410544645,2,
BEFDUM,10,5.689607330685438,2,
BEFFAU,0,5.721141375930305,2,
BEFFAU,1,5.701557337309474,2,
BEFFAU,4,5.70948636399271,2,
BEFFAU,5,5.701499263337422,2,
BEFFAU,6,5.720615357638018,2,
BEFFAU,7,5.715358666945517,2,
BEFFAU,16,5.719881012850991,2,
BEFFAU,17,5.7096279884799825,2,
BEGGOL,0,0.7741507460861858,2,
BEGGOL,2,0.7761138388963587,2,
BEGWUG,2,1.7121521910009538,2,
BEGWUG,3,1.7071916860829792,2,
BEHFIE,0,0.5515840079827781,2,
BEHFIE,1,0.5512021245212932,2,
BEHFIE,3,0.5515943977002751,2,
BEHFIE,4,0.5520621151145599,2,
BEJGOO,0,0.4670969374226748,2,
BEJGOO,1,0.4652013602450506,2,
BEJGOO,2,0.4641223640344516,2,
BEJGOO,4,0.4637985942356533,2,
BEJGOO,5,0.4656760321460047,2,
BEJGOO,6,0.4639353278607538,2,
BEJGOO,7,0.4639370330053096,2,
BEJPAH,0,2.564559843987195,2,
BEJPAH,1,2.5657225592803803,2,
BEKXIB,0,3.94040513792678,3,
BEKXIB,2,3.999728152838412,3,
BEKXIB,8,3.9404874345608767,3,
BEKXIB,11,4.115602334252756,3,
BENJEM,2,0.9464450813310604,2,
BENJEM,3,0.9455757075099896,2,
BENJIQ,0,0.5640399152994515,2,
BENJIQ,1,0.5626766665570049,2,
BENJIQ,2,0.5578938635560013,2,
BENJIQ,3,0.7300247589326383,2,
BENJUC,0,0.9476364211046832,2,
BENJUC,1,0.7121394128092073,2,
BENJUC,2,0.9758270404456256,2,
BENJUC,3,0.9464505998976284,2,
BENKAJ,0,0.978876542992555,2,
BENKAJ,1,0.9632072160763157,2,
BENKAJ,2,0.8578424454406588,2,
BENKAJ,3,0.9481915675250296,2,
BENKEN,0,0.49366959759115,2,
BENKEN,1,0.4942818401285578,2,
BENKEN,2,0.4938335788764943,2,
BENKEN,3,0.4954723602485496,2,
BENKOX,0,1.3563401401802837,2,
BENKOX,1,1.3553628421760402,2,
BENMIT,0,1.2134587677423585,2,
BENMIT,1,1.014457155109902,2,
BENMIT,2,1.2925312360598653,2,
BENMIT,3,1.0136339594065005,2,
BENMIT,4,1.0134959489291724,2,
BENMIT,5,0.976506524846218,2,
BENMIT,6,1.2876367570934522,2,
BENMIT,7,1.2415645094061651,2,
BENROD,4,0.2590110068927305,2,
BENROD,5,0.34256110664828565,2,
BENROD,6,0.34256110664828565,2,
BENROD,7,0.2596629898572105,2,
BENROD,12,0.2589699210901588,2,
BENROD,13,0.29428175057953565,2,
BENROD,14,0.2594821344769138,2,
BENROD,15,0.2596627702183727,2,
BEPRUL,2,2.3946161727376256,2,
BEPRUL,3,2.4031928393539044,3,
BEPRUL,6,2.3920741229024656,2,
BEPRUL,7,2.395547490011656,3,
BEPSAS,2,2.6442333325271847,2,
BEPSAS,3,2.2802389693036687,2,
BEPSAS,6,2.640664006140286,2,
BEPSAS,7,2.2797047368971506,2,
BEPSEW,0,2.310003986883252,3,
BEPSEW,1,2.2707665087703894,3,
BEPSEW,6,2.209790671407379,3,
BEPSEW,7,2.3098740824543182,3,
BEPSIA,0,2.360863788034952,3,
BEPSIA,1,2.3454313545129746,3,
BEPSIA,6,2.3454230681900152,3,
BEPSIA,10,1.972175323529868,3,
BEPSOG,2,1.619646702473867,2,
BEPSOG,3,1.6177678013522856,2,
BEPSUM,0,3.0309431754601848,3,
BEPSUM,1,2.911570437151361,3,
BEPSUM,4,2.912196403646284,3,
BEPSUM,5,3.0623742330303485,3,
BEQMIV,0,4.016248652272262,2,
BEQMIV,1,3.9360208223845583,2,
BEQMOB,0,0.7251874050570009,2,
BEQMOB,1,0.7343175959072732,2,
BEQMOB,4,3.310570565449978,2,
BEQMOB,5,3.310335163115349,2,
BEQVEZ,0,4.043552722829142,2,
BEQVEZ,1,2.8346974360523243,2,
BEQWID,0,1.2897459022716895,3,
BEQWID,1,1.305057007482667,3,
BEQWID,4,1.2912450812059295,3,
BEQWID,9,1.2910307043764866,3,
BESCUX,0,0.6489983948881011,2,
BESCUX,3,0.648154002735104,2,
BESCUX,7,0.6526290882482706,2,
BESCUX,9,0.6487367231841259,2,
BESCUX,10,0.6487367231841259,2,
BESZAB,2,0.9459724361219258,2,
BESZAB,3,0.9459724361219258,2,
BETMAP,0,0.5730270850513075,2,
BETMAP,1,0.5743265717846904,2,
BEWKOE,0,0.8727023836412471,2,
BEWKOE,3,0.8734924672968365,2,
BEWNUP,2,4.332121086392995,3,
BEWNUP,3,4.331190489731597,4,
BEWPAX,0,3.771888620045943,3,
BEWPAX,11,3.7394784456926806,2,
BEXMUM,0,0.5368228589481365,2,
BEXNAT,0,3.5398421882493945,4,
BEXNAT,1,3.5390397371852926,4,
BEXNAT,2,3.5388858963309544,4,
BEXNAT,4,3.5400364082733486,4,
BEXWUY,0,4.123862235661574,2,
BEXWUY,1,5.4975984329814604,2,
BEXWUY,6,4.124034585555025,2,
BEXWUY,7,5.688949818684727,2,
BEYLUO,0,6.639702091688324,2,
BEYLUO,1,6.638847778145777,2,
BEYLUO,2,6.640101692450213,2,
BEYLUO,3,6.63970208459736,2,
BICCUL,0,1.8961442891795648,2,
BICCUL,1,1.8994423311272528,2,
BICCUL10,1,1.6179399702642232,2,
BICMIM,0,2.443287889668606,2,
BICQIQ,0,1.8731135387825275,2,
BICQIQ,1,1.8649660009229267,2,
BICQIQ,2,1.8649660009229267,2,
BICQIQ,3,1.8651667042093991,2,
BICQIQ,4,1.8722493206295687,2,
BICQIQ,5,1.8722493206295687,2,
BIHJEJ,6,0.603020338709209,2,
BIHJEJ01,6,0.603020338709209,2,
BIKXUQ,0,5.277639164730076,2,
BIKXUQ,5,5.278296866443061,2,
BIKXUQ,7,5.284535715760804,2,
BIKXUQ,12,5.277616639980182,2,
BIXYAJ,0,1.1565245332201508,2,
BIXYAJ,1,1.155921655312588,2,
BIYYIT,4,0.4577375272496322,2,
BIYYIT,5,0.4577375272496322,2,
BIZMUU,0,2.4062211882242943,2,
BIZMUU,1,2.4053575437283765,2,
BIZMUU,6,2.4059025032555468,2,
BIZMUU,7,2.405042154966812,2,
BIZNAB,0,1.4244251665457917,2,
BIZNAB,1,1.4234265007758244,2,
BIZNAB,5,1.4051216277581595,2,
BIZNAB,9,1.4246318983101671,2,
BIZPIL,1,2.454019368641311,2,
BIZPIL,3,2.4549516427113294,2,
BIZVAJ,0,2.3513124510255046,2,
BIZVEN,2,2.027045023589607,2,
BIZVEN,3,2.8282678656155165,2,
BIZVEN,4,2.0277809473215607,2,
BIZVEN,5,2.0271143962644977,2,
BIZVIR,0,2.5267869819448627,2,
BIZVIR,1,2.511082615173988,2,
BIZVIR,18,2.526344806440333,2,
BIZVIR,19,2.524670332277119,2,
BOBXUN,0,1.0329715104001038,2,
BOBXUN,1,1.0715624445636942,2,
BOCBAW,2,4.476244262795524,2,
BOCBAW,3,4.477433410566307,2,
BODBUT,0,5.288136942322785,2,
BODBUT,1,5.319863323823757,2,
BODBUT,8,5.3190599491086745,2,
BODBUT,9,5.306979352573201,2,
BODBUT,10,5.319611646919325,2,
BODBUT,12,5.310926397671693,2,
BODBUT,18,5.319182850126744,2,
BODBUT,19,5.3193043366415536,2,
BODBUT,24,5.31920014008829,2,
BODBUT,25,5.3188560213306735,2,
BODBUT,32,5.311218321791376,2,
BODBUT,33,5.288159685788395,2,
BODCEE,0,4.246447333999761,2,
BODCEE,1,5.8495823944073,2,
BODCEE,4,4.246622896046187,2,
BODCEE,5,5.84929008323966,2,
BODCII,0,4.46599133043186,2,
BODCII,1,4.469598469742341,2,
BODCOO,0,5.482233563176257,2,
BODCOO,1,5.480654606691202,2,
BODCOO,4,5.366299246660397,2,
BODCOO,5,5.36650154422866,2,
BODCUU,0,5.670096994280084,2,
BODCUU,2,5.6712577128790995,2,
BODCUU,3,4.107382491470322,2,
BODCUU,4,5.671069729430513,2,
BODCUU,7,5.667842568542415,2,
BODCUU,8,5.67128553209732,2,
BODDAB,0,4.642084339704704,2,
BODDAB,1,4.6429428857241435,2,
BODDEF,1,4.955019053794649,2,
BODDEF,2,4.954642508353944,2,
BODDEF,3,4.947922616705738,2,
BODDEF,4,4.763553632778665,2,
BODDEF,5,4.763553632778665,2,
BODDEF,6,4.763553632778665,2,
BODDEF,7,4.763553632778665,2,
BODDEF,17,4.953165440525266,2,
BODDEF,18,4.718480227211521,2,
BODDEF,19,4.7185236486419155,2,
BODDEF,20,4.718480227211521,2,
BODDEF,21,4.718480227211521,2,
BODDIJ,3,4.271160474547186,2,
BODDIJ,4,4.271160277118847,2,
BODDIJ,5,4.271160277118847,2,
BODDIJ,6,4.271160277118847,2,
BODDIJ,7,4.400583659548017,2,
BODDIJ,8,4.400583659548017,2,
BODDIJ,9,4.400583659548017,2,
BODDIJ,10,4.400583659548017,2,
BODDIJ,13,4.411341580567566,2,
BODDIJ,14,4.4127515803757245,2,
BODDIJ,27,4.4113444428520925,2,
BODDIJ,28,4.4110977194978025,2,
BODDOP,0,4.387051001677419,2,
BODDOP,1,4.44159405273847,2,
BODDOP,3,4.441539582824701,2,
BODJOT,1,2.4477429353800213,2,
BODJOT,4,2.4474507780126946,2,
BOKFEO,1,7.180349569791456,2,
BOKFEO,7,6.997140362878853,2,
BOKFEO,14,6.997149713146085,2,
BOKFEO,27,6.997144706697947,2,
BOKFEO,78,6.997142666337678,2,
BOKFEO,114,7.180258790498322,2,
BONXOT,0,1.012879728729557,2,
BONXOT,1,0.9955880060302702,2,
BONXOT,2,0.9954860682333636,2,
BONXOT,3,1.0037664358986895,2,
BONXOT,4,1.01352651793368,2,
BONXOT,5,1.0109961984058344,2,
BONXOT,6,1.005973943337585,2,
BONXOT,7,1.0142226465964423,2,
BOQBUG,0,2.6754893457543987,2,
BOQBUG,1,2.6416585788121267,2,
BOQBUG,2,2.365654761698831,2,
BOQBUG,3,2.3615003855359773,2,
BOQCAN,0,0.3181174517806737,2,
BOQCAN,1,0.3171586372455635,2,
BOSMAY,2,5.190964698918425,2,
BOSMAY,8,5.190623442315198,2,
BOSMAY,10,5.19096467618191,2,
BOSMAY,26,5.1906234718969095,2,
BOSMEC,0,5.1106291770229015,2,
BOSMEC,1,5.110976771322001,2,
BOSMIG,0,5.203156814101818,2,
BOSMIG,1,5.203627905385783,2,
BOSNUU,0,2.1057630253524207,2,
BOSNUU,1,2.1044890963104312,2,
BOSNUU,8,2.1074547414399603,2,
BOSNUU,9,2.1084608608816366,2,
BOSNUU,22,2.105622196923429,2,
BOSNUU,23,2.1056044842284938,2,
BOSNUU,26,2.1083416588722397,2,
BOSNUU,27,2.100818874117462,2,
BOVROT,0,0.1267084260847966,2,
BOVROT,1,0.1267084260847966,2,
BOVROT,2,0.1267084260847966,2,
BOVROT,3,0.1267084260847966,2,
BOVROT,4,0.1267084260847966,2,
BOVROT,5,0.1267084260847966,2,
BOVROT,6,0.1267084260847966,2,
BOVROT,7,0.1267084260847966,2,
BOVROT,16,0.25899715952880875,2,
BOVROT,17,0.25899715952880875,2,
BOVXOA,0,0.7442203682797524,2,
BOVXOA,1,0.7385016907414226,2,
BOWROU,0,0.9203836738632564,2,
BOWROU,1,0.7233847435001608,2,
BOWROU,2,0.723120851378547,2,
BOWROU,3,0.8113010767020099,3,
BOWROU,4,0.7231208513785274,2,
BOWROU,5,0.8113009623613094,3,
BOWROU,6,0.9170760241277932,2,
BOWROU,7,0.7233847435002558,2,
BOWROU10,0,0.920402894524063,2,
BOWROU10,1,0.7233847435001999,2,
BOWROU10,2,0.723120851378547,2,
BOWROU10,3,0.8113010767020099,3,
BOWROU10,4,0.7231208513785177,2,
BOWROU10,5,0.8113009623613094,3,
BOWROU10,6,0.9170760241277932,2,
BOWROU10,7,0.7233847435002558,2,
BOZBIC,0,1.5826491962157427,2,
BOZBIC,1,1.5760344062951517,2,
BOZBIC,4,1.5838724733075895,2,
BOZBIC,5,1.583540515408902,2,
BOZBIC,8,1.579297477104452,2,
BOZBIC,9,1.579057218451656,2,
BOZBIC,10,1.5824926547511624,2,
BOZBIC,11,1.5824397252982352,2,
BOZBIC,12,1.5766207284351594,2,
BOZBIC,13,1.5832902655875762,2,
BOZBIC,24,1.583588777415483,2,
BOZBIC,25,1.5835291533772389,2,
BOZBIC,28,1.5846563213388785,2,
BOZBIC,29,1.5846668189966917,2,
BOZBIC,40,1.5772793765633204,2,
BOZBIC,41,1.5795878233311496,2,
BUJZOV,0,1.6359904076159593,2,
BUKVAG,0,4.77441135671423,2,
BUKVAG,1,4.767753371146991,2,
BUKVEK,0,4.9343919344488265,2,
BUKVEK,1,4.935378386624056,2,
BUKVIO,0,4.898264547030799,2,
BUKVIO,1,4.8981544884099835,2,
BUKVIO,4,4.946275518401078,2,
BUKVIO,5,4.89912465217699,2,
BUKVOU,0,4.731705560853807,2,
BUKVOU,2,4.7369420351242075,2,
BUKVOU,4,4.731715813144144,2,
BUKVOU,5,4.732236936197035,2,
BUKVUA,0,4.845465018257793,2,
BUKVUA,1,4.846180277272278,2,
BUKVUA,2,4.845685682902287,2,
BUKVUA,3,4.844099474176948,2,
BUKWAH,0,4.610678037326736,2,
BUKWAH,1,4.611211610009472,2,
BUKWAH,2,4.61001503003794,2,
BUKWAH,3,4.611457350935406,2,
BUKWAH,6,4.611150743586311,2,
BUKWAH,7,4.6110755401823935,2,
BUKWAH,10,4.6110896787960325,2,
BUKWAH,11,4.611544861802047,2,
BULFUL,0,1.2194940530387544,2,
BULFUL,5,1.2200090124015723,2,
BULFUL,7,1.2183804254755115,2,
BULFUL,10,1.2164545218544052,2,
BULGAS,0,1.6315986603671355,2,
BULGAS,1,1.631598002582249,2,
BULGAS,2,1.6201485565400282,2,
BULGAS,3,1.6201485565400282,2,
BULGAS,4,1.6201485565400282,2,
BULGAS,5,1.6201485565400282,2,
BULGEW,0,1.555892784010214,2,
BULGEW,1,1.555892784012516,2,
BULGEW,2,1.555892783987587,2,
BULGEW,3,1.555892783987587,2,
BULGEW,6,1.5133933935019406,2,
BULGEW,7,1.5337855656911814,2,
BULSOS,0,1.5466204529036736,2,
BULSOS,1,1.5466204529036736,2,
BULSOS,2,1.5466204529036736,2,
BULSOS,3,1.5466204529036736,2,
BULSOS,4,1.5464407951824284,2,
BULSOS,5,1.5464407951824284,2,
BULSOS,6,1.5464407951824284,2,
BULSOS,7,1.5464407951824284,2,
BULSOS,9,1.5466204529036829,2,
BULSOS,10,1.5466204529036829,2,
BULSOS,11,1.5466204529036829,2,
BULSOS,12,1.5466204529036829,2,
BULSOS,13,1.546440795182459,2,
BULSUY,0,1.6588961268824207,2,
BULSUY,1,1.6588961269337807,2,
BULSUY,2,1.6588961267284852,2,
BULSUY,3,1.6588961267284852,2,
BULSUY,4,1.6588961269317166,2,
BULSUY,5,1.6588961269317166,2,
BULSUY,6,1.6588961267792834,2,
BULSUY,7,1.6588961267792834,2,
BULTEJ,1,1.2608871827240442,2,
BULTEJ,12,1.2575137400490102,2,
BULTIN,0,0.9979120930402976,2,
BULTIN,1,0.9972267850583952,2,
BULTIN,2,1.0944813147822856,2,
BULTIN,3,1.0945834532006988,2,
BULTOT,0,1.1223826623432245,2,
BULTOT,1,1.1223125614959109,2,
BUNBAO,0,0.883502083445014,2,
BUNBAO,1,1.6673403845278338,2,
BUTTIU,2,0.8258762634446941,2,
BUTTIU,3,0.8245671817071091,2,
BUVKIM,0,1.1909221804890209,2,
BUVKIM,1,1.1924497037890671,2,
BUVKOS,0,0.5236696023880536,2,
BUVKOS,1,0.524089551780548,2,
BUVKOS01,0,1.3098799522236972,4,
BUVKOS01,1,1.3093407307226888,4,
BUVKUY,2,0.5988384607619062,2,
BUVKUY,3,0.5988384607619062,2,
BUVMUC,0,0.5799466931977229,2,
BUVMUC,1,0.5784138542289408,2,
BUVMUC,2,0.5749710477499423,3,
BUVMUC,3,0.5778191550076843,3,
BUWQOA,0,1.861076207927983,2,
BUWQOA,1,1.861076207927983,2,
BUWQOA,2,1.879379433349028,2,
BUWQOA,3,1.879379433349028,2,
BUWQOA,4,1.8804390409889,2,
BUWQOA,5,1.8776032795758688,2,
BUWQUG,0,2.2443074397363656,4,
BUWQUG,1,2.2443074397363656,4,
BUWQUG,2,2.2486913905276085,4,
BUWQUG,4,2.2470335130182986,4,
BUWQUG,5,2.2470335130182986,4,
BUWQUG,8,2.248114305595437,4,
BUWRAN,0,1.8568243355014376,2,
BUWRAN,1,1.8830215386666682,2,
BUWRAN,4,1.7517996040356358,2,
BUWRAN,5,1.7518256932414866,2,
BUWRAN,9,1.903879188222625,2,
BUXPUH,0,0.4192431468672555,2,
BUXPUH,1,0.4192431468672555,2,
BUXPUH,2,0.4192431468672555,2,
BUXPUH,3,0.4192431468672555,2,
BUXPUH,4,0.2051029186845783,2,
BUXPUH,5,0.2051029186845468,2,
BUXPUH,6,0.2051029186845468,2,
BUXPUH,7,0.2051029186845468,2,
BUYMAL,0,0.5225347425806328,2,
BUYPER,5,1.8138759441677368,2,
BUYZUS,3,0.4200931989663741,2,
CABFOD,0,7.621060793475772,2,
CABFOD,4,7.375854674033416,2,
CABFOD,14,7.374613583221487,2,
CABFOD,17,7.620121455153128,2,
CABFUJ,0,6.8396309260441415,2,
CABFUJ,1,6.8396309003599765,2,
CABVUZ,5,6.562448119545093,2,
CABVUZ,6,6.56265076370055,2,
CABVUZ,69,6.5625973254449725,2,
CABVUZ,70,6.5623887535559895,2,
CABWUY,0,1.1476884738350217,2,
CABWUY,1,1.1476913222429437,2,
CABWUY,2,1.1488071549375252,2,
CABWUY,3,1.148914676904958,2,
CACBEO,0,0.9748266590963488,3,
CACBEO,1,0.9743484091672784,3,
CACBEO,2,0.9934077222551037,2,
CACBEO,3,0.9756626122077234,2,
CACGUL,0,0.9337407431188768,3,
CACGUL,1,0.9301692473237936,3,
CACGUL,3,0.933217317719332,3,
CACGUL,5,0.9340448936885536,3,
CACHAS,0,1.5578427565684487,2,
CACHAS,1,1.6578599226570219,2,
CACHIA,0,1.626990097338764,2,
CACHIA,1,1.085501763033348,2,
CACHIA,4,1.6021691463977925,2,
CACHIA,5,1.6186999368528028,2,
CACHOG,0,1.3150583957783848,3,
CACHOG,1,1.199899644278343,2,
CACHOG,2,1.3290117262287242,3,
CACHOG,3,1.3305523040769385,2,
CACVIN,0,2.123780758291397,2,
CACVIN,1,2.127577642070229,2,
CACVIN,4,2.061332241804532,2,
CACVIN,5,2.060502766556699,2,
CADFEV,0,5.72928116955544,5,
CADFEV,1,5.757018407808378,5,
CADFEV,7,5.756141761902011,3,
CADFEV,9,5.753722944728652,3,
CADKEX01,0,1.294889791381793,2,
CADKEX01,1,1.2459945200033684,2,
CADNAZ,1,0.3098670301223749,3,
CADNAZ,2,0.4908808511038303,2,
CAFJAX,0,6.476241703028077,2,
CAFJAX,1,6.4792601121010325,2,
CAFJAX,14,6.475647600637821,2,
CAFJAX,15,6.4336646754699425,2,
CAFJAX,38,6.4336998388615765,2,
CAFJAX,40,6.434117445583036,2,
CAFJAX,54,6.4792970738809,2,
CAFJAX,55,6.480947276293707,2,
CAFJEB,0,6.521873865087496,2,
CAFJEB,1,6.521192674126357,2,
CAFJEB,10,6.521524037131418,2,
CAFJEB,12,6.5212592170078825,2,
CAFJEB,37,6.521594596006143,2,
CAFJEB,38,6.521383424275668,2,
CAFJEB,68,6.5217723393005205,2,
CAFJEB,69,6.521355994129093,2,
CAGFUM,0,1.9260087715144745,2,
CAGFUM,1,1.9310057496590864,2,
CAGFUM,2,1.9278426246320617,2,
CAGFUM,3,1.928972952069094,2,
CAGLIS10,0,1.1095281745813377,2,
CAGLIS10,1,0.9455234569257542,2,
CAGLIS10,2,0.9455234569257542,2,
CAGLIS10,3,0.9455234569257542,2,
CAGTAG,1,0.7253369358100694,2,
CAGTAG,2,0.6989509253620949,2,
CAGTAG,3,0.6993936451426088,2,
CAGTAG,8,0.6893150735238199,2,
CAGTAG,9,0.6998486680946221,3,
CAGTAG,10,0.7442218074135867,2,
CAGTAG,11,0.7442486046714234,3,
CAHTEM,0,5.558911784350546,4,
CAHTEM,1,5.5589131225360005,4,
CAHTEM,2,5.558914463771727,4,
CAHTEM,3,5.559144250411261,4,
CAHTEM,4,5.559137480103782,4,
CAHTEM,5,5.559144250254219,4,
CAHTEM,6,5.558388931682638,4,
CAHTEM,7,16.33567538807847,12,
CAHTEM,8,5.559745840319927,4,
CAHTEM01,0,5.654225144553792,4,
CAHTEM01,1,5.6542251329340925,4,
CAHTEM01,2,5.654223720444099,4,
CAHTEM01,3,5.654284220085317,4,
CAHTEM01,4,5.654283229862428,4,
CAHTEM01,5,5.654284220206533,4,
CAHTEM01,6,5.654190903953396,4,
CAHTEM01,7,16.490382782838303,12,
CAHTEM01,8,5.654272590161675,4,
CAHTEM02,0,5.644257268770423,4,
CAHTEM02,1,5.644210897803774,4,
CAHTEM02,2,5.6442174653389285,4,
CAHTEM02,3,5.6450424116215405,4,
CAHTEM02,4,5.644322094811933,4,
CAHTEM02,5,5.644311660811923,4,
CAHTEM02,6,5.644322067716463,4,
CAHTEM02,7,16.48663793268157,12,
CAHTEM03,0,5.623777479525957,4,
CAHTEM03,1,5.623777479525957,4,
CAHTEM03,2,5.623777479525957,4,
CAHTEM03,3,5.6237774795259625,4,
CAHTEM03,4,5.623777479525932,4,
CAHTEM03,5,5.623777479525932,4,
CAHTEM03,6,5.623777479525957,4,
CAHTEM03,7,16.509816218031812,12,
CAHTEM04,0,5.51260006956441,4,
CAHTEM04,1,5.512600069564423,4,
CAHTEM04,2,5.51260006956441,4,
CAHTEM04,3,5.513008190280073,4,
CAHTEM04,4,5.513008190280035,4,
CAHTEM04,5,5.513008190280035,4,
CAHTEM04,6,5.513008190280035,4,
CAHTEM04,7,16.453951405840026,12,
CAHVAK,0,5.4793702479398565,4,
CAHVAK,1,5.479370247939872,4,
CAHVAK,2,5.479370247939872,4,
CAHVAK,3,5.481014975778383,4,
CAHVAK,4,5.481014975778352,4,
CAHVAK,5,5.481014975778352,4,
CAHVAK,6,5.481014975778325,4,
CAHVAK,7,16.452911012395948,12,
CAHVAK01,0,5.45151885271674,4,
CAHVAK01,1,5.451518852716726,4,
CAHVAK01,2,5.45151885271674,4,
CAHVAK01,3,5.451040986100992,4,
CAHVAK01,4,5.451625684016637,4,
CAHVAK01,5,5.451627054464893,4,
CAHVAK01,6,5.451615840234826,4,
CAHVAK01,7,16.46784401252366,12,
CAHVAK02,0,5.422360908509678,4,
CAHVAK02,1,5.422360908509678,4,
CAHVAK02,2,5.422360908509678,4,
CAHVAK02,3,5.423401781625942,4,
CAHVAK02,4,5.4234017816258895,4,
CAHVAK02,5,5.423401781625942,4,
CAHVAK02,6,5.423401781625942,4,
CAHVAK02,7,16.470615556071706,12,
CAHVAK03,0,5.436260181773727,4,
CAHVAK03,1,5.436260181773727,4,
CAHVAK03,2,5.436260181773727,4,
CAHVAK03,3,5.435564302598988,4,
CAHVAK03,4,5.435564302598891,4,
CAHVAK03,5,5.435564302598968,4,
CAHVAK03,6,5.435564302598968,4,
CAHVAK03,7,16.517701311426528,12,
CAHVAK04,0,5.3986439864333295,4,
CAHVAK04,1,5.39864398643334,4,
CAHVAK04,2,5.3986439864333535,4,
CAHVAK04,3,5.3986439864333535,4,
CAHVAK04,4,5.398643986433301,4,
CAHVAK04,5,5.398643986433301,4,
CAHVAK04,6,5.3986439864333295,4,
CAHVAK04,7,16.474833787454447,12,
CAKSEP,0,3.1999462543372936,2,
CAKSEP,1,3.198635958155364,2,
CALJUX,0,4.4584990993973035,2,
CALJUX,1,4.510459691788677,2,
CALJUX,6,4.512713114003548,2,
CALJUX,7,4.511423718002104,2,
CAMMIP,2,2.6751528779088605,2,
CAMMIP,3,2.674904293844795,2,
CANHOR,0,8.197267969944459,3,
CANHOR,1,8.197868031575025,3,
CANHOR,2,8.196771778116295,3,
CANHOR,3,8.197212903949064,3,
CANHOR,14,8.196978678548938,3,
CANHOR,15,8.1969856009751,3,
CANHOR,24,8.19760892218811,3,
CANHOR,25,8.196996157261067,3,
CANYAT,0,3.309726992472918,2,
CANYAT,1,3.3093083770908005,2,
CANYAT,2,3.3201424991105246,2,
CANYAT,3,3.3095501274030528,2,
CASVEY,0,0.770813325711011,2,
CASVEY,1,0.7696595039658649,2,
CATCEG,0,2.0540464253164665,2,
CATCEG,1,2.0533741778982195,2,
CATCEG,6,2.0533963822509707,2,
CATCEG,7,2.054058243769042,2,
CATCIK,0,1.3776539184925154,2,
CATCIK,1,1.3776539184925154,2,
CATCIK,2,1.3776539184925154,2,
CATCIK,3,1.3776539184925154,2,
CATCIK,4,1.3710321114546238,2,
CATCIK,5,1.3710321114546238,2,
CATCOQ,0,2.148114588222148,2,
CATCOQ,1,2.1487663988715537,2,
CATCOQ,4,2.1487994130838866,2,
CATCOQ,5,2.148799185936172,2,
CATCUW,0,2.2254208025457087,2,
CATCUW,4,2.223907118660573,2,
CATCUW,6,2.2239071230703136,2,
CATCUW,9,2.2254208024905218,2,
CATREV,0,4.028665137468939,2,
CATREV,1,4.0392637624434515,2,
CATREV,2,4.0393357794060085,2,
CATREV,3,4.033076295130306,2,
CAVDAG,0,5.016371320561512,2,
CAVDAG,1,5.016663114305084,2,
CAVDAG,2,5.016658209048163,2,
CAVDAG,3,5.016660882471168,2,
